company_ID,company_name,company_pic,company_address,company_email,company_field,company_Phone,company_size,training_price,group,training_location,training_date,training_topic,training_field,training_type,order_history,improved_abilities,training_materials_quality,trainer_satisfaction_level,facility,satisfaction_level,continuity,likelihood_of_recommendation
772,PT Oktaviani Thamrin,"Balamantri Puspasari, S.Sos","Gg. Abdul Muis No. 9
Tangerang Selatan, MA 25349",ozulaika@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",083 663 7309,Menengah,800000,Retail,"931 Eric Point
South Brandon, NV 55610",2024-01-03,Analisa Kredit Berbasis Laporan Keuangan,Finance,Online Training,8,79,10,9,10,9.666666666666666,yes,79.99319727891157
773,PD Oktaviani Latupono Tbk,"Damar Rajasa, S.Psi","Jalan Peta No. 676
Makassar, AC 50380",fitriani51@example.org,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",+62 (018) 446-4058,Kecil,1000000,Group,"52402 Melissa Mountains
South Elaine, KY 81381",2023-12-28,How to detect & prevent application fraud in Digital Era for banking & fintech,HR & Training,Online Training,9,61,2,4,3,3.0,no,38.714285714285715
774,PT Haryanto Hidayat,Maimunah Dongoran,"Jalan Joyoboyo No. 995
Sungai Penuh, KU 37450",wijayazelda@example.com,Aktivitas Jasa Lainnya,+62 (836) 825 5601,Menengah,1000000,Group,"8241 Bowman Fields Apt. 571
Port Kimberlymouth, MN 26171",2023-12-21,Graphonomy & Graphology Pencegahan Pemalsuan Tanda Tangan & Penipuan Dokumen di Era New Normal,HR & Training,Inhouse Training,3,84,4,6,4,4.666666666666667,no,42.95238095238095
775,PD Hutapea (Persero) Tbk,"Ir. Ophelia Lailasari, S.E.I","Gang Jamika No. 7
Tegal, Gorontalo 35172",xhastuti@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,088 662 2925,Kecil,500000,Group,"28365 Steven Parkways Suite 584
Port Allison, AL 86698",2023-12-02,Advance RM training: RM sebagai Business Coach kepada Debiturnya. Phase 1:Business Coach Membuat Bisnis Debitur Sukses dan Sustainable,Sales & Marketing,Online Training,3,77,8,7,2,5.666666666666667,no,47.66666666666667
776,Perum Prabowo Napitupulu (Persero) Tbk,R. Kamila Hasanah,"Gg. Jakarta No. 2
Bitung, Papua 32974",laksmiwatiirnanto@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62 (722) 714 8804,Besar,900000,Retail,"51906 Michelle Pass
Kentberg, MA 73847",2023-12-03,Selling With NLP,Credit & Collection,Public Training,9,83,4,5,1,3.3333333333333335,no,43.761904761904766
777,UD Gunarto,Ian Marbun,"Gg. Gardujati No. 99
Semarang, Jambi 78196",mangunsongana@example.org,Lainnya,+62-115-191-7167,Besar,1000000,Group,"8072 Alexander Greens
South Russell, ME 36097",2023-11-23,"How to Recruit, Interview, Select & Place the Right Employee",Credit & Collection,Inhouse Training,8,53,4,2,8,4.666666666666667,no,45.66666666666667
778,Perum Andriani Yulianti,Fitriani Maryati,"Jl. Rungkut Industri No. 9
Parepare, Sulawesi Utara 26693",ayu49@example.org,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62-952-721-7608,Menengah,100000,Retail,"1807 Joanna Manors Apt. 416
West Jacobport, MP 06431",2023-11-14,Professional Tenant & Property Management,Leadership & Managerial,Public Training,3,65,4,8,2,4.666666666666667,no,40.238095238095234
779,Perum Astuti,Rosman Kusumo,"Gang Cihampelas No. 1
Tegal, KT 20703",dsaputra@example.net,Industri Pengelahan,083 915 3049,Kecil,1000000,Retail,"035 Charles Springs Apt. 830
Jasonstad, MO 67214",2023-12-11,Analisa Kredit Transaksi Luar Negeri,Finance,Online Training,5,60,10,7,7,8.0,yes,63.46938775510204
780,Perum Kusumo,"Febi Putra, S.Pd","Jalan Rajiman No. 0
Langsa, Maluku Utara 37554",nsuwarno@example.org,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",(0682) 061-1737,Kecil,1000000,Retail,"37208 Rogers Burg
Ricebury, WI 44907",2023-12-30,Planning and organizing for stellar performance,Finance,Online Training,3,73,2,9,8,6.333333333333333,no,50.904761904761905
781,PT Farida Tbk,Ulya Manullang,"Jl. Rajawali Barat No. 909
Subulussalam, SB 34809",lestaribakijan@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62-0672-761-8617,Menengah,700000,Retail,"08810 Scott Ferry Suite 700
East Jennifer, VT 36947",2023-11-29,Professional Capability Development Towards Industry 4.0,Finance,Inhouse Training,9,87,7,2,2,3.6666666666666665,no,46.238095238095234
782,CV Wahyuni Wijaya Tbk,Karsana Permata,"Jl. R.E Martadinata No. 255
Palangkaraya, Sumatera Barat 11176",rardianto@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,(0355) 699 0606,Kecil,500000,Retail,"0693 Snyder Plain Apt. 385
Williamsville, ID 43601",2023-12-11,People (HR) Analytics: For HR & Non HR Professional,Finance,Online Training,9,35,9,5,9,7.666666666666667,yes,63.70748299319728
783,PT Januar Haryanto Tbk,Latika Hardiansyah,"Jl. Sukabumi No. 4
Kota Administrasi Jakarta Selatan, Nusa Tenggara Barat 99532",ella59@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62-44-058-7134,Besar,800000,Group,"577 Casey Mountains Suite 292
Port Summerchester, NE 92082",2023-12-02,"Mengelola Team Collection di era Covid-19 bagi Manager,Supervisor & Team Leader: Collector Skills Transformation & Team Motivation Charge Up &",Finance,Inhouse Training,3,34,8,2,6,5.333333333333333,no,39.61904761904763
784,Perum Yuniar Rajasa,Adhiarja Najmudin,"Gang Suniaraja No. 69
Banjarmasin, SS 49201",sinagamarsito@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",+62 (0685) 242 1670,Kecil,800000,Retail,"58770 Rachel Turnpike
Olsonport, MP 73696",2024-01-03,Audit Treasury Management For Banking,HR & Training,Online Training,5,47,4,2,6,4.0,no,36.714285714285715
785,UD Mustofa Hutapea (Persero) Tbk,Kambali Oktaviani,"Jalan Laswi No. 992
Sorong, Sumatera Utara 96101",qsuryono@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (450) 157 1120,Menengah,900000,Group,"0198 Collins Junction
Carrollborough, WI 58803",2023-12-05,Area & Territory Management:,HR & Training,Public Training,5,82,3,10,8,7.0,no,58.857142857142854
786,PD Mulyani Utama (Persero) Tbk,Lasmono Dabukke,"Jalan Jamika No. 197
Bengkulu, GO 86557",tarihoransakura@example.org,Industri Pengelahan,(0875) 207 7803,Menengah,600000,Retail,"07391 Debbie Lakes Apt. 171
Brianstad, TN 66368",2023-11-12,Akuisisi Produk Financial Services Melalui Digital Marketing,Sales & Marketing,Online Training,4,28,2,5,8,5.0,no,38.285714285714285
787,PD Laksmiwati,Aisyah Putra,"Jalan Raya Ujungberung No. 69
Kendari, Kalimantan Tengah 52387",jessica00@example.org,Aktivitas Jasa Lainnya,+62-72-599-7871,Kecil,100000,Retail,"7768 Jones Junctions Suite 027
Port Laura, MO 01937",2023-11-12,How to Conduct Social Campaign (for the Benefit of HR and Corporate Reputation),Finance,Inhouse Training,5,99,10,3,7,6.666666666666667,no,59.38095238095239
788,PT Suryatmi (Persero) Tbk,Safina Iswahyudi,"Jl. Otto Iskandardinata No. 1
Pariaman, MU 92657",lulutrajasa@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62-0829-981-8307,Besar,300000,Retail,"075 Duke Stravenue
Kevinmouth, MH 47740",2023-12-09,Industry Forecasting & Bussiness Valuation Workshop: Start Up & Conventional Business,Office & Administration,Inhouse Training,9,54,9,6,8,7.666666666666667,no,64.38095238095238
789,PD Pradipta Farida (Persero) Tbk,"H. Ridwan Suryatmi, S.I.Kom","Jl. Pelajar Pejuang No. 85
Bau-Bau, Kalimantan Tengah 52257",thamrinprima@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (074) 747 9745,Kecil,800000,Retail,"99029 Ramirez Passage Apt. 088
East Eric, MT 53362",2023-12-12,Best Practice For Supply Chain Management,Leadership & Managerial,Public Training,7,34,4,4,8,5.333333333333333,no,45.33333333333333
790,PD Suryatmi (Persero) Tbk,Karya Firmansyah,"Gang Veteran No. 684
Langsa, Nusa Tenggara Barat 38048",fprabowo@example.net,Real Estat,(021) 003 1260,Menengah,400000,Group,"943 Melanie Flats Apt. 111
Cherylstad, OR 75152",2023-12-30,Akuntansi dan Keuangan Perbankan bagi Executive Bank,Credit & Collection,Online Training,2,33,1,3,10,4.666666666666667,no,34.238095238095234
791,Perum Hariyah Wulandari,"Nalar Namaga, S.Sos","Gang Surapati No. 60
Cimahi, SU 63204",zulkarnainjais@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62 (074) 210 0601,Kecil,200000,Group,"18680 Wood Street
Anitaview, AL 72227",2023-11-08,"Business Acumen: Think, Sense & Act like CEO",Finance,Inhouse Training,6,88,2,1,9,4.0,no,44.0
792,Perum Permadi Wibisono,Asman Wacana,"Jl. Cihampelas No. 1
Madiun, SU 60243",septisuwarno@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,+62 (460) 524 5600,Besar,900000,Group,"647 Murillo Course Suite 602
Torrestown, IA 34642",2023-11-20,Effective Supervision & Coaching For Higher Productivity,Leadership & Managerial,Public Training,4,26,8,3,1,4.0,no,32.285714285714285
793,PD Gunawan Budiyanto,Rafid Sihombing,"Gang Suryakencana No. 4
Banjarmasin, Kalimantan Utara 04768",luweshidayat@example.org,Real Estat,+62 (864) 667 6348,Menengah,600000,Group,"19580 Melanie Summit
East Makayla, HI 94329",2023-11-16,Teknik Penagihan Era Covid 19 & PJOK 11 (3/2020),Sales & Marketing,Public Training,6,71,2,5,4,3.6666666666666665,no,39.666666666666664
794,UD Santoso Tbk,"Warsa Mansur, M.TI.","Jalan Joyoboyo No. 238
Pekanbaru, Sumatera Selatan 89043",salahudinjane@example.net,"Kesenian, Hiburan Dan Rekreasi",+62-008-642-5159,Kecil,600000,Group,"152 Mendez Run
South Robert, IL 41001",2023-12-06,Professional Telesales & Telemarketing,HR & Training,Inhouse Training,8,44,10,5,8,7.666666666666667,yes,63.564625850340136
795,Perum Namaga Pratiwi Tbk,Usman Prayoga,"Gang Rajawali Barat No. 615
Bima, BA 13754",kkusumo@example.com,Pengangkutan dan Pergudangan,(0575) 133-9636,Kecil,400000,Retail,"5783 Daniel Points Apt. 725
East Pennymouth, NH 59678",2023-12-06,Collection Target Fixing & Motivation Charge Up,Sales & Marketing,Online Training,8,50,7,8,9,8.0,yes,66.3265306122449
796,Perum Marpaung (Persero) Tbk,"Cahya Prasetya, M.TI.","Gang Jend. A. Yani No. 59
Sukabumi, Jawa Tengah 15914",wahyunipurwa@example.org,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62 (017) 692 9133,Besar,300000,Group,"35767 James Port Apt. 631
South Richard, LA 05113",2023-11-26,Transformasi Budaya & Manajemen Agen Perubahan,Finance,Inhouse Training,6,93,4,2,6,4.0,no,44.714285714285715
797,Perum Nuraini Napitupulu Tbk,"Ella Santoso, M.Pd","Gang Siliwangi No. 4
Batu, RI 07041",cakrawangsa71@example.net,Pengangkutan dan Pergudangan,(0019) 176 8621,Besar,500000,Group,"4845 Davidson Keys
Chelseychester, NC 62685",2023-11-09,Collection Target Fixing & Motivation Charge Up,HR & Training,Public Training,1,27,6,9,5,6.666666666666667,yes,45.421768707483
798,PD Mustofa,Martana Padmasari,"Jl. Laswi No. 37
Manado, NT 08700",mulyaninasab@example.com,Real Estat,+62 (067) 737 3044,Besar,200000,Retail,"4725 Brooks Creek Suite 082
Lindseyburgh, NM 73452",2023-12-26,Debt Collection Strategy & Tactics for Fintech Business,HR & Training,Public Training,9,74,8,5,3,5.333333333333333,no,53.904761904761905
799,PD Najmudin Tbk,KH. Edi Sitompul,"Gg. Gardujati No. 1
Tanjungpinang, Kalimantan Utara 29639",marwata81@example.org,Kontruksi,+62 (0407) 015-5803,Kecil,200000,Retail,"987 Adams Park Suite 582
Port Kristen, MN 09557",2023-12-15,"Perencanaan, Audit & Analisa Kebutuhan Keuangan Perusahaan",Office & Administration,Public Training,6,53,9,5,2,5.333333333333333,no,46.61904761904761
800,PD Gunawan,Indah Putra,"Gg. Monginsidi No. 820
Padang Sidempuan, SN 24152",wirda73@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62 (0881) 224 8126,Kecil,300000,Group,"509 Dakota Loop Apt. 697
Brownbury, MT 92796",2023-12-13,Sales Performance Improvement For Extraordinary Result,Sales & Marketing,Inhouse Training,9,44,4,6,2,4.0,no,42.0
801,PD Pertiwi Tbk,R. Betania Yuniar,"Jl. Ciumbuleuit No. 0
Cimahi, PA 74779",hidayantoajeng@example.com,"Pertanian, Kehutanan, dan Perikanan",+62-143-078-1732,Menengah,800000,Retail,"7156 Strickland Estate
Patrickborough, MS 66817",2023-12-31,Practical Business Presentation Skills,Leadership & Managerial,Public Training,9,69,9,1,4,4.666666666666667,no,49.38095238095239
802,PD Sihombing Wulandari,Puji Mangunsong,"Jl. Jend. A. Yani No. 5
Payakumbuh, Kalimantan Utara 51875",ifa85@example.org,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62-957-768-0092,Kecil,1000000,Retail,"57098 Hansen Loop Apt. 732
Charlesborough, MA 68814",2023-12-05,Powerful Database Analysis & Dashboard Reporting with Microsoft Excel,Leadership & Managerial,Online Training,5,62,7,3,8,6.0,yes,52.326530612244895
803,PT Manullang Tbk,drg. Alika Haryanto,"Jalan Asia Afrika No. 14
Bogor, Sumatera Selatan 35167",winarsihmurti@example.org,Aktivitas Jasa Lainnya,+62-917-114-8591,Menengah,700000,Retail,"8411 Hansen Tunnel
Dominguezshire, ME 56822",2024-01-06,Mengelola NPL dengan Early Warning System (EWS),HR & Training,Inhouse Training,7,38,2,7,4,4.333333333333333,no,40.19047619047619
804,PT Halim Tbk,Ir. Fitriani Mandala,"Jalan Rumah Sakit No. 1
Surabaya, Aceh 54402",hartatidaryani@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (064) 069-9481,Kecil,600000,Group,"81921 James Road
Collinsview, MS 79058",2023-12-03,Mengelola Tim Penjualan Di Era Covid - 19 & WFH Bagi Supervisor & Manager,Sales & Marketing,Online Training,3,87,8,9,9,8.666666666666666,yes,68.27891156462584
805,CV Hariyah,Dinda Hassanah,"Gang Gegerkalong Hilir No. 3
Pontianak, AC 14664",zeldaandriani@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,083 201 3168,Kecil,500000,Retail,"3231 Peck Branch Suite 126
Hoffmanberg, KY 02832",2023-11-09,Analisa Kredit Transaksi Luar Negeri,Finance,Online Training,3,94,9,7,4,6.666666666666667,yes,57.85034013605442
806,UD Maheswara (Persero) Tbk,Kuncara Hartati,"Gang Bangka Raya No. 246
Batu, Bali 51127",kasiran70@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62-73-760-8872,Menengah,1000000,Retail,"06336 Amber Point
West Robertoland, MD 39861",2023-12-13,Fintech: Solusi Teknologi Keuangan Bagi Perputaran Ekonomi Skala Kecil Yang Menghasilkan Bisnis Besar,Office & Administration,Online Training,1,40,8,2,4,4.666666666666667,no,33.80952380952381
807,Perum Nasyiah (Persero) Tbk,Ir. Zalindra Permata,"Gang Ir. H. Djuanda No. 9
Bukittinggi, Lampung 77746",mandalavino@example.org,Kontruksi,+62-92-008-1460,Besar,300000,Group,"PSC 9359, Box 4305
APO AP 60468",2023-11-19,Anticipating & Preventing Technique Of Money Laundering,Finance,Inhouse Training,6,81,7,6,8,7.0,yes,62.183673469387756
808,CV Lailasari Tbk,"Nasab Nuraini, M.Farm","Jl. Medokan Ayu No. 2
Tanjungbalai, Sulawesi Utara 18877",najwa09@example.net,Real Estat,+62 (51) 933 1426,Besar,900000,Retail,"8978 Wright Place Apt. 916
West Lori, NH 36142",2023-11-16,Bagaimana Menaikkan Bisnis menjadi Level Korporasi bagi senior management,Credit & Collection,Public Training,2,69,6,10,3,6.333333333333333,no,48.904761904761905
809,Perum Anggriawan Lailasari (Persero) Tbk,Mustika Irawan,"Jalan Ronggowarsito No. 97
Tegal, RI 25202",pradiptaeli@example.com,"Pertanian, Kehutanan, dan Perikanan",+62 (0004) 614 7869,Kecil,700000,Group,"658 Wood Village Suite 392
Port Katelyn, OH 75447",2023-11-09,Planning and organizing for stellar performance,Finance,Online Training,4,97,4,6,5,5.0,no,48.142857142857146
810,PT Iswahyudi Kuswandari,"Vino Purwanti, S.Sos","Jalan Tebet Barat Dalam No. 3
Kotamobagu, Jawa Timur 86788",jaimanuyainah@example.com,Pengangkutan dan Pergudangan,0853023755,Kecil,1000000,Retail,"560 Derrick Causeway Apt. 190
Charleschester, FL 05113",2023-12-11,Financial Fraud Verification Skill in New Normal and Society 4.0 Era,Sales & Marketing,Public Training,2,72,7,5,8,6.666666666666667,yes,53.27891156462585
811,UD Setiawan Lestari,Ghaliyati Wacana,"Jalan Asia Afrika No. 1
Sungai Penuh, SU 11988",siti22@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",(0937) 418-7562,Menengah,400000,Retail,"996 Theresa Ridge
Katelynside, AL 06386",2023-11-25,Financial Credit: Rating & Scoring,Office & Administration,Online Training,7,39,9,1,10,6.666666666666667,no,53.66666666666667
812,PD Natsir Usamah,Patricia Mansur,"Jalan Gedebage Selatan No. 185
Palu, Jawa Tengah 27926",nasrullah53@example.com,Informasi Dan KomunikasiAktivitas Keuangan dan Asuransi,+62-028-219-4282,Besar,200000,Group,"USNV Wilson
FPO AA 12819",2023-11-15,Soft Skills For Credit Analyst & Credit Surveyor,HR & Training,Inhouse Training,7,36,7,2,1,3.3333333333333335,no,34.19047619047619
813,PT Prasetyo,Jais Prabowo,"Gang Dipenogoro No. 4
Palu, YO 00947",panji07@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62-0377-439-3436,Menengah,900000,Group,"3186 Mitchell Villages
Port Martha, WI 05144",2024-01-03,"Daily, Weekly & Monthly Analytics for Collection Leaders",HR & Training,Inhouse Training,1,51,5,2,8,5.0,no,37.285714285714285
814,PT Siregar Tbk,Drs. Hasna Gunawan,"Jalan Cikutra Timur No. 254
Cimahi, Bengkulu 02410",sucisiregar@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",(0532) 268-2262,Kecil,100000,Group,"518 Mitchell Underpass Suite 321
East Davidfort, RI 72523",2023-12-01,Graphonomy & Graphology Pencegahan Pemalsuan Tanda Tangan & Penipuan Dokumen di Era New Normal,HR & Training,Online Training,6,31,2,8,6,5.333333333333333,no,43.476190476190474
815,Perum Rahayu Gunawan,dr. Wirda Saptono,"Gg. S. Parman No. 25
Palembang, Maluku Utara 72342",erik13@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,(019) 775-8822,Kecil,300000,Group,"910 Miller Creek
Port Courtneystad, VT 33019",2023-11-20,Mengelola Tim Penjualan Di Era Covid - 19 & WFH Bagi Supervisor & Manager,Sales & Marketing,Inhouse Training,1,73,6,7,2,5.0,no,40.42857142857143
816,Perum Marbun Hutasoit,Sutan Hendra Haryanto,"Gang Rawamangun No. 2
Mojokerto, SS 38056",maulanatami@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62 (082) 155 8690,Besar,500000,Group,"4378 Colin Burgs Apt. 983
West Michaelshire, TN 34648",2023-12-03,How to Conduct Social Campaign (for the Benefit of HR and Corporate Reputation),Finance,Inhouse Training,4,63,4,1,1,2.0,no,26.142857142857142
817,PD Saefullah Pudjiastuti,"Ir. Gabriella Purnawati, M.TI.","Gang Indragiri No. 2
Tanjungbalai, BE 45066",naradinugroho@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62 (0375) 974-2736,Besar,400000,Group,"50240 Peters Burgs
Smithmouth, HI 21397",2023-12-14,Applied Debt Collection Strategy & Tactics,HR & Training,Online Training,7,74,6,1,3,3.3333333333333335,no,39.61904761904763
818,PD Yolanda,Warji Thamrin,"Jl. Jend. Sudirman No. 903
Sukabumi, Sumatera Selatan 23841",lutfan76@example.org,Kontruksi,0888838426,Menengah,700000,Group,"71922 Wheeler Stravenue Apt. 982
North Ashleyhaven, WV 13258",2023-11-18,Creative Problem Solving & Decision Making,Leadership & Managerial,Public Training,9,55,4,1,2,2.3333333333333335,no,34.04761904761905
819,UD Habibi Marpaung,Fitriani Marpaung,"Jalan Cihampelas No. 985
Ternate, SB 69347",almiraanggraini@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62-0205-621-2339,Kecil,900000,Group,"Unit 0042 Box 8796
DPO AA 35891",2023-11-27,Professional Capability Development Towards Industry 4.0,Finance,Inhouse Training,8,53,9,9,7,8.333333333333334,yes,68.65986394557824
820,PD Kuswandari (Persero) Tbk,Yunita Sihombing,"Jl. Asia Afrika No. 01
Sungai Penuh, Papua 39093",tira52@example.org,Pengangkutan dan Pergudangan,+62-051-515-3283,Kecil,300000,Retail,"22800 Wolf Brook Apt. 145
Cindyville, IN 70847",2023-12-04,Pembuatan Struktur Fasilitas Kredit & Mitigasi Risikonya,Finance,Inhouse Training,9,96,10,5,5,6.666666666666667,no,64.66666666666667
821,PT Nugroho Widodo,Cut Rahmi Purnawati,"Gang Otto Iskandardinata No. 54
Depok, RI 21013",ayugunarto@example.net,Pengangkutan dan Pergudangan,+62 (0755) 793 8718,Besar,500000,Group,"779 Sarah Dam
Dwaynemouth, NV 14482",2023-11-22,Anticipating & Preventing Technique Of Money Laundering,Finance,Public Training,7,78,2,1,8,3.6666666666666665,no,42.09523809523809
822,CV Suwarno (Persero) Tbk,Tami Yuniar,"Jalan Dipatiukur No. 8
Parepare, JK 15188",arsipatra33@example.org,Aktivitas Jasa Lainnya,(0986) 511-0520,Kecil,600000,Group,"71747 Murphy Route
South Daniel, MP 05202",2023-12-23,"Mengelola Team Collection di era Covid-19 bagi Manager,Supervisor & Team Leader: Collector Skills Transformation & Team Motivation Charge Up &",Finance,Public Training,9,67,8,7,3,6.0,no,56.714285714285715
823,PD Mandasari Palastri,Nyoman Suryono,"Jalan Dipatiukur No. 9
Metro, JA 06242",tugiman60@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,(053) 097-0751,Besar,600000,Retail,"914 Shields Stream Suite 986
Danieltown, DE 58320",2024-01-03,Interactive Dashboard with Microsoft Excel,Office & Administration,Public Training,8,65,2,3,10,5.0,no,49.285714285714285
824,PT Mahendra Rahayu Tbk,Kala Zulaika,"Jalan Peta No. 5
Padangpanjang, Kalimantan Barat 92025",laraskurniawan@example.org,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",+62-0633-806-6637,Kecil,500000,Retail,"145 Nancy Lights
Nancyborough, WI 52637",2023-11-27,Audit Treasury Management For Banking,HR & Training,Online Training,8,29,4,9,6,6.333333333333333,yes,53.80272108843537
825,UD Saptono,Ina Palastri,"Jl. PHH. Mustofa No. 27
Pangkalpinang, KR 76514",smahendra@example.net,Kontruksi,(0277) 176-0475,Besar,600000,Group,"772 Maldonado Springs Suite 689
Johnsonville, OR 60395",2023-11-20,Leading & Motivating With NLP,Leadership & Managerial,Inhouse Training,4,56,2,9,4,5.0,no,42.285714285714285
826,PD Wulandari Tamba (Persero) Tbk,"R.A. Cinthia Padmasari, S.E.I","Gang Sukabumi No. 78
Padangpanjang, Sumatera Selatan 70599",yusuf27@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,0860604949,Menengah,500000,Group,"PSC 2584, Box 2571
APO AA 92576",2023-12-15,Electronic Filing Management With Simple Database Software & Apps,Office & Administration,Online Training,7,62,6,4,7,5.666666666666667,no,51.23809523809524
827,PT Yolanda Suryono Tbk,"Galar Prastuti, S.IP","Jl. Ciumbuleuit No. 41
Subulussalam, Sumatera Selatan 29023",hardi71@example.com,Lainnya,+62 (0288) 981 5983,Kecil,200000,Group,"65327 Grimes Ramp
Lake Emma, NE 14399",2023-12-16,Optimalisasi Social Media Branding Menggunakan Storytelling,Sales & Marketing,Inhouse Training,1,79,1,10,10,7.0,yes,54.755102040816325
828,UD Yulianti Namaga,Prasetyo Sihombing,"Jl. Raya Setiabudhi No. 63
Jayapura, BB 71321",suci23@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",+62-631-843-5670,Kecil,500000,Retail,"793 Kara Manor Suite 963
Christianshire, TX 80968",2023-12-02,"Perencanaan, Audit & Analisa Kebutuhan Keuangan Perusahaan",Office & Administration,Online Training,2,66,2,9,8,6.333333333333333,yes,50.517006802721085
829,PT Safitri,Kawaca Wijaya,"Jalan Dipatiukur No. 6
Subulussalam, BE 53755",wijayantireksa@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (028) 074 6724,Besar,400000,Retail,"52893 Davis Mall Apt. 804
Port Joshualand, VT 85385",2024-01-02,Legal Drafting to Prevent and Anticipate Business Conflict & Dispute,Leadership & Managerial,Online Training,4,53,8,3,3,4.666666666666667,no,39.95238095238095
830,PD Rahmawati,Martaka Wacana,"Gg. Cempaka No. 9
Batu, Sulawesi Utara 84631",saptonoemong@example.org,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",+62 (312) 908 2222,Kecil,500000,Group,"3761 Jones Points Apt. 267
West Angelafurt, FM 82834",2023-11-20,"Manajemen Resiko APU & PPT bagi Staff Perbankan, Multifinance, Sekuritas dan Asuransi",HR & Training,Online Training,4,90,9,4,7,6.666666666666667,yes,58.70748299319728
831,Perum Pangestu Wibisono Tbk,Bahuraksa Sihombing,"Gg. Cikapayang No. 175
Batam, Riau 17206",wwaluyo@example.com,Pengangkutan dan Pergudangan,+62-0521-098-4777,Kecil,800000,Group,"6584 Wendy Plaza
Port Christian, AZ 84864",2023-11-19,Financial Credit: Rating & Scoring,Office & Administration,Online Training,2,94,5,8,7,6.666666666666667,no,54.38095238095239
